frac,lesion_seed,noise_seed,sep_ratio,kappa_logvar,kappa_tangent,cond_max,valid,model
0.25,0,1,1.3748989328474188,0.9555555555555556,0.8888888888888888,10.352690320688655,True,flow/0000/001
0.25,0,2,1.3181754665022465,0.9111111111111112,0.8444444444444444,10.521633756491855,True,flow/0000/001
0.25,1,0,0.5634089774614571,0.1777777777777778,0.2666666666666667,5.528251518669238,True,flow/0000/001
0.25,1,1,0.5968574345560486,0.1555555555555555,0.2444444444444444,5.659935561338005,True,flow/0000/001
0.25,1,2,0.5879911639634992,0.2444444444444444,0.3777777777777777,5.101102934657175,True,flow/0000/001
0.25,2,0,0.594237266614887,0.3333333333333333,0.1333333333333333,5.230758751932594,True,flow/0000/001
0.25,2,1,0.5931191073857621,0.3333333333333333,0.4666666666666667,5.438136604571522,True,flow/0000/001
0.25,2,2,0.6547318404018241,0.4222222222222223,0.5333333333333333,5.319699197784318,True,flow/0000/001
0.0,-1,0,1.1689384957649538,0.8,0.8,7.452587230487116,True,flow/0000/002
0.0,-1,1,1.2004474916877412,0.8,0.7777777777777778,7.307735710343422,True,flow/0000/002
0.0,-1,2,1.1512669791225512,0.8,0.6888888888888889,7.022580824325545,True,flow/0000/002
0.05,0,0,1.2730196334135355,0.8,0.8222222222222222,8.879595503308128,True,flow/0000/002
0.05,0,1,1.2983278571273686,0.7777777777777778,0.8444444444444444,8.75766231840158,True,flow/0000/002
0.05,0,2,1.2783824840894658,0.8222222222222222,0.7555555555555555,8.794907384052193,True,flow/0000/002
0.05,1,0,0.3771490776834466,-0.0222222222222221,0.1777777777777778,2.541390650067992,True,flow/0000/002
0.05,1,1,0.4460269761943787,0.1333333333333333,-0.0666666666666666,2.480902096114083,True,flow/0000/002
0.05,1,2,0.5311832308935724,0.1111111111111111,0.0444444444444444,2.5062593879073183,True,flow/0000/002
0.05,2,0,0.8139812656185992,0.6,0.6888888888888889,6.443417394470088,True,flow/0000/002
0.05,2,1,0.8546887120518872,0.6444444444444444,0.5555555555555556,6.289948906589968,True,flow/0000/002
0.05,2,2,0.8008308651729428,0.6,0.3333333333333333,6.167559094585183,True,flow/0000/002
0.1,0,0,0.3765278008367207,0.0,0.0888888888888889,3.136105258039248,True,flow/0000/002
0.1,0,1,0.3581272301640666,0.0222222222222222,0.0444444444444444,3.142352030615873,True,flow/0000/002
0.1,0,2,0.4813303152539282,0.0666666666666666,0.1111111111111111,3.0576236645701136,True,flow/0000/002
0.1,1,0,0.9787430447272494,0.6666666666666667,0.7333333333333334,7.598084162593868,True,flow/0000/002
0.1,1,1,0.9963367181456012,0.6888888888888889,0.6888888888888889,7.223732953380092,True,flow/0000/002
0.1,1,2,0.9881392190268022,0.7111111111111111,0.7333333333333334,7.320177337000269,True,flow/0000/002
0.1,2,0,0.3511235631890498,-0.0666666666666666,-0.0888888888888888,13.525836348973517,True,flow/0000/002
0.1,2,1,0.3646580789363282,-0.0444444444444445,-0.1111111111111111,13.546440669928982,True,flow/0000/002
0.1,2,2,0.4010233375074073,0.0888888888888889,-0.0222222222222221,13.272524262696365,True,flow/0000/002
0.15,0,0,0.739144385661666,0.3333333333333333,0.4222222222222223,7.294380314093022,True,flow/0000/002
0.15,0,1,0.7649845103101537,0.5333333333333333,0.4444444444444444,7.148887071777777,True,flow/0000/002
0.15,0,2,0.7785043370591334,0.4444444444444444,0.4888888888888889,7.184896446744564,True,flow/0000/002
0.15,1,0,0.3613487919312826,-0.0222222222222221,-0.1111111111111111,3.2702728088199446,True,flow/0000/002
0.15,1,1,0.3535931114686262,0.1111111111111111,0.0,3.194044376614322,True,flow/0000/002
0.15,1,2,0.4505560710100703,-0.0666666666666666,0.0444444444444444,3.151996290332298,True,flow/0000/002
0.15,2,0,0.8192731843720408,0.4888888888888889,0.6888888888888889,7.672938839220094,True,flow/0000/002
0.15,2,1,0.8330826483932877,0.6222222222222222,0.4888888888888889,7.708360145986378,True,flow/0000/002
0.15,2,2,0.8229703155657052,0.6666666666666667,0.3333333333333333,6.936346730861435,True,flow/0000/002
0.2,0,0,0.8275633736290479,0.6222222222222222,0.4888888888888889,8.83342672675361,True,flow/0000/002
0.2,0,1,0.8478409692987202,0.6444444444444444,0.4888888888888889,8.461798528583671,True,flow/0000/002
0.2,0,2,0.874027597554391,0.7777777777777778,0.6,8.884620318642554,True,flow/0000/002
0.2,1,0,0.4965052594175403,-0.0444444444444445,0.1555555555555555,3.05844117361913,True,flow/0000/002
0.2,1,1,0.4958740991663442,0.1333333333333333,0.1555555555555555,2.9220543523787184,True,flow/0000/002
0.2,1,2,0.5292241196865035,0.1111111111111111,0.1333333333333333,2.904890609847129,True,flow/0000/002
0.2,2,0,0.3588666972220101,0.0222222222222222,0.0,4.228960841195879,True,flow/0000/002
0.2,2,1,0.3534927013512839,0.0444444444444444,-0.1111111111111111,3.817893261300165,True,flow/0000/002
0.2,2,2,0.4208015087588713,0.0222222222222222,-0.1555555555555554,4.038411057877222,True,flow/0000/002
0.25,0,0,0.7471939110595461,0.3555555555555555,0.4222222222222223,5.623500861973333,True,flow/0000/002
0.25,0,1,0.7702393759678557,0.4,0.4222222222222223,5.503823150051374,True,flow/0000/002
